,#image_name,norad_number,name,type,designation,lat [deg],lon [deg],height [m],t_start [UTC],t_end [UTC],range [m],ang_vel [deg/s],phase angle [deg],offset angle [deg],offset [px],TLE age [days], rho, theta, scale, sigma,RCS,Class,Shape,FirstEpoch,NEXP,Brightness,StarMag,ObjMag,EXPTimes,Counts,Albedos,PhaseCorrections,Latitude,Longitude,RaCenter,DecCenter,RollAngle,EarthAngle,SunAngle,MoonAngle,TimeDifference,Height,Diameter,Span,Width,SectMin,SectMax,Type,ObservationTime
0,CH_PR100002_TG000901_V0300_11.fits,41031,ARIANE 5 DEB (SYLDA),DEBRIS,15065D,3.218,-1.532,2348960.0,2020-04-18T19:14:00.621Z,2020-04-18T19:14:00.961Z,3036739.0,0.2115,25.4,1.57,66.8,-0.0967025729531747,-9.0,2.338741,48.6973794193349,17.18022599818234,27.39076094848601,Rocket Mission Related Object,Cyl,2015-11-10,1,3906.178068773797,13.342,-0.8853262933695021,60.0,633149.802734378,0.058093885620968,0.951634029044876,3.9206083,-20.323751,182.400167,-3.55222,275.7603,45.83935653423776,154.5910204764105,156.760648631081,1621.0,5.5,4.5,5.5,,15.904312808798329,29.419545644351928,Short,2020-04-18T19:14:30.620758
1,CH_PR100002_TG000901_V0300_26.fits,43643,YAOGAN-32 B,PAYLOAD,18077B,-81.802,107.078,724798.0,2020-04-18T19:43:01.426Z,2020-04-18T19:43:01.640Z,1996648.0,0.2585,25.44,0.41,33.5,-0.0170025472161413,140.0,1.6406095,48.6973794193349,16.906564703434757,0.446,Payload,Box + 2 Pan,2018-10-10,1,5761.362094917662,13.342,-2.6672621199608155,60.0,559649.2456431662,3.14587675061166,0.9515461738302852,-75.82833,-173.38162,182.400167,-3.55222,172.2325,14.557024394350526,154.56756748873352,158.1734406894005,556.0,0.5,,1.0,0.5,0.25,0.6332350782640924,Short,2020-04-18T19:43:31.426471
2,CH_PR100002_TG000901_V0300_60.fits,44742,STARLINK-1037,PAYLOAD,19074AF,45.052,121.755,553609.0,2020-04-18T20:17:02.371Z,2020-04-18T20:17:02.465Z,1112478.0,0.5904,25.45,0.31,33.6,-0.0446580786922427,140.0,1.6755161,48.6973794193349,17.371368362787052,13.5615,Payload,Box + 1 Pan,2019-11-15,1,55227.20150440446,13.342,-9.938471799699409,60.0,668544.8066693506,0.5886907042124574,0.9514597955410404,45.013584,135.07205,182.400167,-3.55222,44.767193,9.783675942365218,154.5445284322544,157.73705579605436,155.0,0.1,,8.86,3.7,0.2311,23.657,Long,2020-04-18T20:17:32.371143
4,CH_PR100002_TG000902_V0300_60.fits,38779,GSAT 10,PAYLOAD,12051B,0.063,83.044,35794716.0,2020-04-29T15:37:02.526Z,2020-04-29T15:37:06.703Z,37991720.0,0.01364,35.95,0.9,8.3,-0.2027146201078061,-10.0,1.8151424,48.349343145139855,21.829940978854257,15.402,Payload,Box + 2 Pan,2012-09-28,1,1971.2608776083616,13.342,7.278149859012246,60.0,567625.9616883689,0.6174180518477916,0.9047973316068584,18.881144,36.200245,182.400167,-3.55222,293.47272,54.61215912852967,144.05634780333634,69.46031298001294,2770.0,3.1,,15.4,2.0,4.0,31.077869668553443,Long,2020-04-29T15:37:32.525692
5,CH_PR100002_TG000902_V0300_60.fits,45026,GSAT 30,PAYLOAD,20005A,0.036,83.058,35795381.0,2020-04-29T15:37:02.526Z,2020-04-29T15:37:05.836Z,37994518.0,0.01363,35.92,1.09,14.3,-0.2479308297313548,-10.0,1.8151424,48.349343145139855,21.829940978854257,28.2133,Payload,Box + 2 Pan,2020-01-17,1,1971.2608776083616,13.342,7.279983375779434,60.0,567625.9616883689,0.3368588858843836,0.9047973316068584,18.881144,36.200245,182.400167,-3.55222,293.47272,54.61215912852967,144.05634780333634,69.46031298001294,103.0,4.0,,,2.5,6.25,60.4622,Long,2020-04-29T15:37:32.525692
6,CH_PR100002_TG002601_V0300_154.fits,163,MIDAS 3,PAYLOAD,61018A,42.147,120.047,3426476.0,2020-05-29T18:48:05.336Z,2020-05-29T18:48:05.702Z,4592173.0,0.1571,33.54,0.4,14.0,-0.4064022479668963,108.0,1.850049,29.31257017031452,19.215778065427507,11.47466716723672,Payload,Cyl,1961-07-12,1,2167.82822412625,12.214,2.287254145896002,60.0,1513198.8533982548,0.1604459029559274,0.9168671640418096,55.98166,153.36716,259.08975,9.55652,32.356277,44.59333722931163,146.48427688808752,98.96624088874398,21506.0,8.99,1.5,8.99,,1.7671458676442586,13.600295199646668,Long,2020-05-29T18:48:35.336069
7,CH_PR100002_TG002602_V0300_0.fits,3597,OAO 2,PAYLOAD,68110A,-25.859,-133.492,741455.0,2020-06-04T14:32:00.506Z,2020-06-04T14:32:00.585Z,702612.0,0.7036,32.64,0.82,1.4,0.3892551719923682,53.0,1.5009831,29.050619772708345,17.935725446484593,9.11549376348556,Payload,Oct Cyl + 2 Pan,1968-12-07,1,11333.70724857156,12.214,-5.603913147758918,60.0,1501704.0688800716,0.1110501985840059,0.9210403803776848,-27.107798,-126.057236,259.08975,9.55652,116.29437,22.23895810937827,147.36049949235638,35.02091628444914,18807.0,3.05,2.15,6.4,,3.2686010960348155,14.637179261296156,Short,2020-06-04T14:32:30.505241
8,CH_PR100002_TG002602_V0300_113.fits,224,THOR ABLESTAR DEB,DEBRIS,61015BL,26.397,-170.27,894391.0,2020-06-04T16:26:03.671Z,2020-06-04T16:27:03.671Z,605639.0,0.1643,32.64,1.33,26.0,-0.0116712288201903,192.0,0.4537856,29.050619772708345,18.474438639002862,,Rocket Fragmentation Debris,,1961-06-29,1,4548.906099417083,12.214,0.3363077340504699,60.0,1514725.858789898,,0.921080871352812,27.686874,-163.12648,259.08975,9.55652,62.633167,39.018577435523845,147.3691032847731,35.31792409706837,21525.0,,,,,,,,2020-06-04T16:26:33.670467
9,CH_PR100002_TG002602_V0300_173.fits,28707,EXPRESS AM-3,PAYLOAD,05023A,0.317,103.047,35792466.0,2020-06-04T17:33:05.530Z,2020-06-04T17:33:15.269Z,43715471.0,0.00567,32.63,1.14,6.3,0.1484175240697338,120.0,1.5707964,29.050619772708345,18.5130973520979,18.13972231371802,Payload,Cyl + 2 Pan,2005-06-24,1,5555.026423446437,12.214,8.288015939167396,60.0,1536077.476453184,0.8341282753103397,0.9210782606572518,-81.54859,-99.91245,259.08975,9.55652,178.70609,5.555601595098539,147.36854848591722,33.239373142262686,5459.0,2.0,2.0,27.0,,3.141592653589793,45.087011143372784,Long,2020-06-04T17:33:35.530036
10,CH_PR100002_TG002602_V0300_174.fits,28707,EXPRESS AM-3,PAYLOAD,05023A,0.309,103.047,35792448.0,2020-06-04T17:34:05.558Z,2020-06-04T17:34:15.293Z,43694255.0,0.005676,32.61,1.13,16.0,0.1491122930396411,139.0,1.6057029,29.050619772708345,19.169530354830886,18.13972231371802,Payload,Cyl + 2 Pan,2005-06-24,1,4452.751202943956,12.214,9.033658350646125,60.0,1660909.1675907287,0.6184147552205562,0.9210787299100572,-80.01975,-120.919785,259.08975,9.55652,174.70554,6.119036439018583,147.36864820620207,33.28003865918547,5459.0,2.0,2.0,27.0,,3.141592653589793,45.087011143372784,Long,2020-06-04T17:34:35.558014
11,CH_PR100002_TG002602_V0300_30.fits,10293,SL-8 R/B,ROCKET BODY,77079J,66.03,153.051,1617817.0,2020-06-04T15:02:43.492Z,2020-06-04T15:02:43.636Z,2083025.0,0.3068,32.61,1.07,23.5,-0.0096503152854636,40.0,1.2915436,29.050619772708345,18.84376181247771,14.646104951035616,Rocket Body,Cyl,1977-08-24,1,2285.255960278788,12.214,0.4875958564308345,60.0,1509626.0760450028,0.0531290115298008,0.9210633946040396,78.66283,176.34427,259.08975,9.55652,6.5982494,41.556143405091056,147.36538946117307,35.62228516821109,15625.0,6.57,2.4,6.57,,4.523893421169302,16.404128617092066,Long,2020-06-04T15:02:31.338019
12,CH_PR100002_TG002602_V0300_92.fits,39212,CZ-4C DEB,DEBRIS,13037E,-42.818,-155.434,667046.0,2020-06-04T16:05:03.087Z,2020-06-04T16:05:03.153Z,1006672.0,0.8351,32.64,1.81,9.4,-0.0258497121494547,58.5,1.6057029,29.050619772708345,20.051041114470628,,Payload Mission Related Object,Cone,2013-07-19,1,5806.042241571568,12.214,-4.246186143417335,60.0,1571654.5193544964,,0.921060450943414,-47.991158,-144.3474,259.08975,9.55652,137.31229,15.310174824767152,147.36476396784002,34.2223767826688,2512.0,,,,,,,Short,2020-06-04T16:05:33.086622
13,CH_PR100002_TG005201_V0300_34.fits,45183,STARLINK-1202,PAYLOAD,20012F,-19.632,-154.107,555632.0,2020-04-27T15:01:01.138Z,2020-04-27T15:01:01.855Z,2172392.0,0.08012,17.01,0.77,40.4,0.1256960462524414,88.0,1.2915436,48.53535765592782,20.137898695103026,13.5615,Payload,Box + 1 Pan,2020-02-24,1,13076.468899617035,13.653,-2.362703109967063,60.0,381987.6312944496,0.0922064121405682,0.978190142806164,-12.74583,-135.7544,197.669625,-15.40602,107.01837,10.346185169799435,163.01480772585583,112.88390573169174,63.0,0.1,,8.86,3.7,0.2311,23.657,Long,2020-04-27T15:01:31.138461
14,CH_PR100002_TG005201_V0300_65.fits,28051,IRS P6,PAYLOAD,03046A,60.535,91.888,805511.0,2020-04-27T15:32:01.998Z,2020-04-27T15:32:02.240Z,1800280.0,0.2301,17.01,1.62,33.2,0.1515544166942681,51.0,1.43117,48.53535765592782,20.209755263942164,12.542666666666666,Payload,Box + 1 Pan,2003-10-17,1,22734.96685425564,13.653,-6.412879662874653,60.0,377449.9626111108,0.3459954806354728,0.978148928026632,77.1181,73.635185,197.669625,-15.40602,352.5176,17.850776355737146,162.9986478840275,113.33214939404948,6037.0,2.8,,12.0,2.0,4.0,23.592725397799747,Long,2020-04-27T15:32:31.998141
15,CH_PR100002_TG005201_V0300_75.fits,25731,SJ-5,PAYLOAD,99025B,39.278,49.365,868435.0,2020-04-27T15:42:02.275Z,2020-04-27T15:42:02.351Z,981393.0,0.7341,17.0,0.61,20.2,-0.1338492318325241,24.0,1.4660766,48.53535765592782,20.905495115575388,2.312666666666667,Payload,Box + 1 Pan,1999-05-10,1,2530.2598106983737,13.653,-3.745182704237292,60.0,389583.31269651616,0.191834465744093,0.9781373636162234,43.13075,39.874905,197.669625,-15.40602,319.00052,28.19783461290632,162.99411628894694,113.60376315116802,7658.0,1.0,,4.0,1.0,1.0,4.132251632499992,Short,2020-04-27T15:42:32.275050
16,CH_PR100002_TG005902_V0300_175.fits,7433,COSMOS 676,PAYLOAD,74071A,62.368,130.764,792254.0,2020-06-05T18:58:51.234Z,2020-06-05T18:58:51.289Z,850147.0,1.004,19.34,0.78,14.7,0.3012632735624638,76.5,1.5707964,7.730048282602899,23.690105235393062,6.283185307179586,Payload,Cyl + 2 Pan,1974-09-11,1,15194.82678725232,8.89,-2.801131574871027,41.0,21576429.891788173,0.4344558258723365,0.9718039615521556,63.77903,146.05351,248.597222,-4.01445,24.749308,24.415028761104807,160.6665657194529,18.93963313679096,16704.0,3.0,2.0,3.0,,3.141592653589793,6.772710269979764,Short,2020-06-05T18:59:11.733865
17,CH_PR100002_TG005902_V0300_80.fits,40942,ARIANE 5 R/B,ROCKET BODY,15054C,5.575,62.9,9592000.0,2020-06-05T17:45:41.390Z,2020-06-05T17:45:42.899Z,13641035.0,0.04327,19.32,0.92,37.9,-0.0731814961716942,39.0,2.1293018,7.730048282602899,21.679146235849068,41.62708440776901,Rocket Body,Cyl + 1 Nozzle,2015-09-30,1,8456.539095176062,8.89,6.498752914694405,41.0,21353115.620278694,0.4091670818832247,0.9718572886204546,20.943573,4.4969063,248.597222,-4.01445,292.0719,27.808995301435537,160.68503230037155,18.46252620181397,1710.0,7.0,5.45,7.0,,23.328288948312707,44.717240134605454,Short,2020-06-05T17:46:01.889351
18,CH_PR100002_TG005903_V0300_63.fits,5174,COSMOS 407,PAYLOAD,71035A,13.809,-36.511,794824.0,2020-06-09T20:42:03.492Z,2020-06-09T20:42:03.525Z,512887.0,1.656,21.16,0.2,14.0,0.1423753468004241,100.5,1.6057029,7.715961243038222,20.7958857067322,6.283185307179586,Payload,Cyl + 2 Pan,1971-04-23,1,46002.01347373876,8.89,-6.677230808351419,41.0,22987054.31221483,0.7453295808385788,0.9663517401692188,13.580399,-40.75246,248.597222,-4.01445,282.4655,30.41500136244836,158.86023799199583,66.07494253276349,17945.0,3.0,2.0,3.0,,3.141592653589793,6.772710269979764,Short,2020-06-09T20:42:23.992822
19,CH_PR100002_TG005904_V0300_84.fits,24796,IRIDIUM 4,PAYLOAD,97020E,-82.669,-134.551,804384.0,2020-06-15T04:05:15.474Z,2020-06-15T04:05:15.596Z,1383070.0,0.4526,24.24,0.35,26.0,-0.3647993339130995,36.0,1.6580628,7.736908097930483,16.94555177499943,5.66648161764705,Payload,Box + 2 Pan,1997-05-05,1,16920.893015209902,8.89,-1.171931157114532,41.0,21126251.05323392,0.6644941747070175,0.9560162590081318,-80.94165,141.92142,248.597222,-4.01445,185.74052,19.768617013479577,155.78775913628292,127.15421211445164,8442.0,4.06,,8.37,1.0,3.85,6.7413,Short,2020-06-15T04:05:35.974911
20,CH_PR100002_TG005904_V0300_9.fits,19649,COSMOS 1980,PAYLOAD,88102A,49.345,2.555,848805.0,2020-06-15T03:07:08.218Z,2020-06-15T03:07:08.916Z,2037912.0,0.08553,24.19,0.23,41.7,0.3639643768946894,145.0,1.1868238,7.736908097930483,20.332254715098887,,Payload,,1988-11-23,1,36302.30900250335,8.89,1.2289305285987364,41.0,22375039.911319382,,0.956117309901599,53.761665,29.67039,248.597222,-4.01445,34.75317,19.201576205483228,155.81600938327725,127.08569674675384,11527.0,,,19.0,,38.4845,133.0,Short,2020-06-15T03:07:28.717302
21,CH_PR100002_TG006402_V0300_21.fits,44753,STARLINK-1048,PAYLOAD,19074AS,-34.144,-171.902,561460.0,2020-04-27T16:35:01.130Z,2020-04-27T16:35:01.242Z,1588687.0,0.4935,18.34,0.14,18.0,0.1909737312061451,45.0,1.553343,34.21831794530103,20.259227113596896,13.5615,Payload,Box + 1 Pan,2019-11-14,1,8766.123021991642,13.633,-5.91109680652071,60.0,385957.3763338394,0.206018481775966,0.9746569068519856,-30.399488,-156.27533,196.596167,-11.69257,125.04996,11.30387262619272,161.67963506379616,109.89359458588234,165.0,0.1,,8.86,3.7,0.2311,23.657,Long,2020-04-27T16:35:31.129539
22,CH_PR100002_TG006402_V0300_45.fits,26930,PICOSAT 9,PAYLOAD,01043B,45.049,139.595,802232.0,2020-04-27T16:59:09.217Z,2020-04-27T16:59:09.889Z,3453312.0,0.08089,18.35,0.95,12.7,0.0097236870534261,57.0,1.2566371,34.21831794530103,21.48614097869892,0.36,Payload,Box + 1 Arm,2001-09-30,1,999.413665642166,13.633,4.072070262672693,60.0,391161.6857497481,0.6761648863904933,0.974616927180194,56.002037,-179.44855,196.596167,-11.69257,33.255974,10.339281054076473,161.66506573850253,109.93382875793512,6784.0,0.7,,6.0,0.4,0.16,0.4270831300812525,Short,2020-04-27T16:59:31.795287
23,CH_PR100002_TG006404_V0300_36.fits,45054,STARLINK-1156,PAYLOAD,20006L,53.086,157.742,555480.0,2020-05-02T15:41:01.231Z,2020-05-02T15:41:01.447Z,2632422.0,0.2556,23.05,0.55,24.3,0.070141560340011,40.5,1.553343,33.97452545836199,33.6254838743198,13.5615,Payload,Box + 1 Pan,2020-02-08,1,4851.8061049859625,13.633,-2.845940880898354,60.0,382727.5700186206,0.1659848308818556,0.9601587676639098,58.589245,-161.24449,196.596167,-11.69257,33.9254,9.216156055287689,156.97254765812806,44.714659064253226,84.0,0.1,,8.86,3.7,0.2311,23.657,Long,2020-05-02T15:41:31.231071
24,CH_PR100002_TG006405_V0300_46.fits,33105,JASON 2,PAYLOAD,08032A,56.318,-166.976,1325055.0,2020-05-07T09:33:02.520Z,2020-05-07T09:33:02.808Z,3721092.0,0.1951,27.57,2.25,2.8,0.2673222330518483,128.0,1.7453293,35.046917828653406,29.538292445672635,12.823133333333333,Payload,Box + 2 Pan,2008-06-20,1,3465.719489313183,13.633,-1.3814810223325915,60.0,381568.18779212,0.1952580861608537,0.9432998528850188,81.21731,-124.30268,196.596167,-11.69257,8.124537,17.8752640761768,152.4490290661917,27.61650770837855,4339.0,3.7,,9.7,1.9,3.61,22.433341451007323,Long,2020-05-07T09:33:32.520696
28,CH_PR100002_TG007501_V0300_16.fits,44547,YUNHAI 1-02,PAYLOAD,19063A,-68.554,-62.721,810062.0,2020-04-24T00:54:39.805Z,2020-04-24T00:54:40.044Z,3097528.0,0.232,30.25,0.91,5.6,-0.0136210845487466,44.0,1.6406095,49.413547588260144,19.954825294588613,5.141333333333334,Payload,Box + 2 Pan,2019-09-25,1,3894.978575650457,13.126,-1.394332947516553,60.0,628939.1963394592,0.441748189298365,0.9319614698960152,-79.05012,-154.09167,188.34667,6.42167,191.65543,11.653774497831154,149.75994568751216,140.2338241515633,212.0,2.0,,4.0,1.5,2.25,7.802543338063966,Short,2020-04-24T00:55:09.805403
29,CH_PR100002_TG008601_V0200_13.fits,27711,USA 169,PAYLOAD,03012A,4.489,-119.691,35794482.0,2020-04-18T07:13:01.598Z,2020-04-18T07:13:05.481Z,41642162.0,0.01423,15.61,1.25,17.0,-0.1874363700499358,57.0,1.5358897,46.85185516199927,14.728114194346713,74.60250137243702,Payload,Cyl + 1 Truss + 1 Ant,2003-04-08,1,166.16012253735232,13.602,13.165881464051775,60.0,437008.0120338017,0.0126897938588994,0.9815999009983324,6.170749,-17.034155,192.057873,-4.51313,64.30593,11.571892944409564,164.4079352612046,143.434190140111,6220.0,15.5,5.0,35.0,,19.634954084936208,89.8918311520857,Long,2020-04-18T06:55:31.098046
30,CH_PR100002_TG008701_V0300_1.fits,9613,SL-8 R/B,ROCKET BODY,76122B,25.143,-22.922,973526.0,2020-04-27T05:20:00.659Z,2020-04-27T05:20:00.852Z,2940278.0,0.2862,8.78,1.41,31.7,0.2492264996477367,126.0,1.6057029,51.11383337596365,20.894494348787667,10.17876019763093,Rocket Body,Cyl,1976-12-15,1,6045.982735132458,13.694,-3.4840438660805457,60.0,389950.6334461213,0.3449797782194845,0.994142838582916,32.215603,2.4235702,206.533229,-10.4468,59.439697,16.664245788465216,171.22148423421535,124.53543652305952,15839.0,4.2,2.4,4.2,,4.523893421169302,11.048620352157046,Short,2020-04-27T05:20:30.659175
31,CH_PR100002_TG008701_V0300_65.fits,2754,OPS 0100 (TRANSIT 15),PAYLOAD,67034A,-80.0,-145.753,1065370.0,2020-04-27T06:24:02.439Z,2020-04-27T06:25:02.439Z,1877548.0,0.0946,8.81,0.52,75.6,0.0279613860029207,206.0,1.0471976,51.11383337596365,21.04479017121608,7.565123393662831,Payload,Oct Cyl + 4 Pan + 1 Rod,1967-04-14,1,1942.5294458403407,13.694,2.113507370658695,60.0,388643.0007163356,0.0201689629516663,0.9940861627758236,-80.73251,109.68345,206.533229,-10.4468,186.28592,25.694092782085903,171.17903090650586,124.32808550551852,19372.0,0.254,0.457,30.0,,0.1072420883748451,21.797763567604328,Long,2020-04-27T06:24:32.439549
32,CH_PR100002_TG008701_V0300_84.fits,18096,SL-8 R/B,ROCKET BODY,87049B,7.114,-34.39,785672.0,2020-04-27T06:52:03.218Z,2020-04-27T06:52:03.357Z,2159952.0,0.3961,8.82,1.13,49.5,0.311876405959902,171.0,1.5707964,51.11383337596365,21.30105373753232,14.646104951035616,Rocket Body,Cyl,1987-06-09,1,16875.17303385008,13.694,-6.909773688805112,60.0,382694.87205499416,0.5093168147630412,0.9940588524300814,7.3946815,-16.4517,206.533229,-10.4468,81.811935,15.78945585945514,171.15864614741298,123.59035236690588,12011.0,6.57,2.4,6.57,,4.523893421169302,16.404128617092066,Long,2020-04-27T06:52:33.218265
33,CH_PR100002_TG008702_V0300_10.fits,7291,COSMOS 651,PAYLOAD,74029A,-35.762,-166.297,945109.0,2020-04-30T15:28:00.714Z,2020-04-30T15:28:00.912Z,2853687.0,0.2791,12.11,1.22,5.7,0.0437618880600314,95.0,1.5009831,51.03073636188796,19.599858435095683,6.585563600087603,Payload,Cone + Cyl,1974-05-15,1,2991.597318819573,13.694,-0.946495040613458,60.0,521980.88518067217,0.1820178906130917,0.988889213337008,-30.298483,-139.53638,206.533229,-10.4468,123.44722,15.26909582454615,167.8986853130073,80.64594438168348,16787.0,5.8,1.3,5.8,,1.3273228961416876,7.655937961518625,Long,2020-04-30T15:28:30.713578
34,CH_PR100002_TG008702_V0300_39.fits,12783,COSMOS 1299,PAYLOAD,81081A,61.182,132.346,987279.0,2020-04-30T15:57:01.520Z,2020-04-30T15:57:01.692Z,2627279.0,0.3215,12.13,1.18,42.9,0.3100125159241853,32.5,1.5882497,51.03073636188796,20.96120349563661,6.585563600087603,Payload,Cone + Cyl,1981-08-24,1,4510.50782179938,13.694,-3.0767742949975254,60.0,386673.17015592847,0.3617272298112788,0.9888586933762112,73.02647,-179.75792,206.533229,-10.4468,17.887075,17.845518862290195,167.88201415383227,80.22205140416246,14129.0,5.8,1.3,5.8,,1.3273228961416876,7.655937961518625,Long,2020-04-30T15:57:31.520298
35,CH_PR100002_TG008703_V0300_50.fits,41309,ARIANE 5 R/B,ROCKET BODY,16004B,-0.747,69.586,22026476.0,2020-05-02T17:42:01.782Z,2020-05-02T17:42:04.635Z,26685622.0,0.01947,14.17,0.13,70.2,0.0912279147450313,119.0,1.6755161,50.961970712843424,20.664520700121884,41.62708440776901,Rocket Body,Cyl + 1 Nozzle,2016-01-27,1,3866.392751760713,13.694,4.310346457051308,60.0,386931.6708469,0.3075148665310971,0.9848811151632282,39.72568,9.009484,206.533229,-10.4468,312.1167,29.805895791434462,165.8742028113911,51.01304210193737,1557.0,7.0,5.45,7.0,,23.328288948312707,44.717240134605454,Short,2020-05-02T17:42:31.781879
36,CH_PR100002_TG008704_V0300_42.fits,8799,METEOR 1-24,PAYLOAD,76032A,-80.257,-30.087,907973.0,2020-05-04T19:43:02.484Z,2020-05-04T19:43:02.790Z,1164867.0,0.1579,16.16,0.59,3.6,-0.0186864416345893,103.5,2.0594885,50.41851318832921,22.00158011190472,5.717698629533423,Payload,Cyl + 2 Pan,1976-04-07,1,39996.5126882941,13.694,-6.897961906951037,60.0,368400.8325666562,0.3776604123978748,0.9802734344935948,-79.444435,-78.70096,206.533229,-10.4468,189.7752,28.02573485051435,163.85207715948374,21.81129427477991,16098.0,4.5,1.4,4.5,,1.5393804002589984,6.4853444023198605,Short,2020-05-04T19:43:32.484281
37,CH_PR100002_TG008704_V0300_87.fits,13649,SL-8 R/B,ROCKET BODY,82109B,56.27,86.947,775591.0,2020-05-04T20:28:03.735Z,2020-05-04T20:28:04.208Z,2317023.0,0.1193,16.19,0.04,4.5,-0.0152102130081289,147.5,1.3613569,50.41851318832921,23.70279464695462,14.646104951035616,Rocket Body,Cyl,1982-11-11,1,38355.74358639282,13.694,-4.026726583371216,60.0,841790.5548141178,0.184979637641443,0.9802007814840484,65.70109,122.03968,206.533229,-10.4468,22.810436,15.996006936273137,163.8221692812306,20.658771771346625,13689.0,6.57,2.4,6.57,,4.523893421169302,16.404128617092066,Long,2020-05-04T20:28:33.734844
38,CH_PR100002_TG008704_V0300_8.fits,15085,COSMOS 1579,PAYLOAD,84069A,65.137,65.876,930510.0,2020-05-04T18:55:01.152Z,2020-05-04T18:55:01.294Z,2167893.0,0.3882,16.13,0.21,2.1,0.0903148477000596,100.5,1.5707964,50.41851318832921,22.368202444705776,6.585563600087603,Payload,Cone + Cyl,1984-06-29,1,1866.2569224093984,13.694,-0.9335076892174748,60.0,459239.247560856,0.1045011225221192,0.9803549983259784,81.62254,86.02849,206.533229,-10.4468,4.832996,19.60918195784216,163.88571758512978,21.282515901728,13093.0,5.8,1.3,5.8,,1.3273228961416876,7.655937961518625,Long,2020-05-04T18:55:31.151747
39,CH_PR100002_TG008704_V0300_93.fits,43927,IRIDIUM 172,PAYLOAD,19002F,69.283,45.095,788493.0,2020-05-04T20:34:03.902Z,2020-05-04T20:34:04.089Z,1429649.0,0.2977,16.19,0.52,6.9,0.0832135556664134,51.0,1.43117,50.41851318832921,24.383095308018564,14.4232716911764,Payload,Trap Box + 2 Pan,2019-01-11,1,24220.45914079752,13.694,-7.248094075908414,60.0,365669.5717109348,0.2594115402281167,0.9801934032735188,81.71355,57.837494,206.533229,-10.4468,3.8038096,20.40685217924658,163.8191350233277,20.25556664565418,479.0,3.1,,9.4,1.5,1.8988,21.3256,Long,2020-05-04T20:34:33.901778
40,CH_PR100002_TG008906_V0300_14.fits,43235,FREGAT R/B,ROCKET BODY,18024E,0.011,72.843,7668291.0,2020-05-04T15:53:02.144Z,2020-05-04T15:53:03.126Z,10872113.0,0.058,25.86,0.41,15.1,0.0925985301281512,91.0,1.8151424,50.76457810965183,20.930095055007847,11.055,Rocket Body,Irr,2018-03-10,1,3155.794867645306,13.522,2.838667540464781,60.0,579933.0360450422,0.3787337176162805,0.950009015084352,33.78283,34.918045,195.136324,-21.3992,312.08688,34.55936818499452,154.1604373231839,24.606901546545867,786.0,1.7,,3.3,3.3,5.609999999999999,13.473540737311776,Short,2020-05-04T15:53:32.143532
41,CH_PR100002_TG009401_V0300_0.fits,40425,EUTE 115 WEST B(SATMEX 7,PAYLOAD,15010B,0.003,-114.918,35785908.0,2020-04-24T08:01:39.210Z,2020-04-24T08:01:43.995Z,41550367.0,0.01213,10.96,0.33,23.5,-0.0373989929999005,111.0,1.2566371,38.486425467563166,19.60185742378065,33.226533333333336,Payload,Box + 2 Pan,2015-03-02,1,4196.030853830479,12.064,7.614776127037699,60.0,1871615.9508401365,0.582309553706653,0.9908938571404768,16.714521,-35.265343,208.769447,-2.50606,72.47868,22.83402916364804,169.04830868563832,158.52586512770017,1880.0,4.6,,40.0,2.1,4.41,78.02859920647565,Long,2020-04-24T08:02:09.210189
42,CH_PR100002_TG009401_V0300_136.fits,22739,NOAA 13,PAYLOAD,93050A,-31.939,119.951,863919.0,2020-04-24T10:34:43.457Z,2020-04-24T10:34:43.568Z,1711478.0,0.4972,11.05,1.24,32.7,-0.0771565982331,16.0,1.5707964,38.486425467563166,18.479929818085274,9.628187695510698,Payload,Cyl + 1 Pan,1993-08-09,1,11032.547467423332,12.064,-4.397289141877373,60.0,1652194.5871847994,0.4162907662915474,0.9907878328527616,-33.75157,103.42537,208.769447,-2.50606,237.27731,20.58835453594608,168.9845410743816,158.21064018542177,9755.0,4.2,1.9,8.0,,2.835287369864788,14.244867125497382,Long,2020-04-24T10:35:13.456666
43,CH_PR100002_TG009401_V0300_148.fits,20322,COBE,PAYLOAD,89089A,-75.622,152.818,900665.0,2020-04-24T10:46:43.791Z,2020-04-24T10:46:43.944Z,2353818.0,0.3605,11.02,0.48,23.3,-0.0387526376900001,151.5,1.5882497,38.486425467563166,20.81575181607281,19.60683573777248,Payload,Hex Cyl + 2 Pan,1989-11-18,1,22410.65873393899,12.064,-5.333932693006723,60.0,1673043.7037142776,0.5624042361969088,0.9907769405772158,-75.351685,72.53251,208.769447,-2.50606,190.7171,17.773801458378372,168.97801062767078,157.3942020384874,11115.0,5.48,3.0,8.4,,5.84567147554496,30.408567356663564,Long,2020-04-24T10:47:13.790562
